Switch Name,Type,Top Housing Material,Bottom Housing Material,Stem Material,Mount Type,Spring,Act. Weight,Bot.-Out Weight,Pre-Travel Dist.,Total Travel Dist.
BSUN Guyu,Linear,POM,POM,UPE,PCB (5-pin),21 mm Single-Stage Spring,45g,50g,,3.60 mm
BSUN Hepburn - 40g,Linear,PC,Nylon,POM,PCB (5-pin),20 mm Single-Stage Spring,32g,40g,2.00 mm,3.80 mm
BSUN Hepburn - 52g,Linear,PC,Nylon,POM,PCB (5-pin),20 mm Single-Stage Spring,43g,52g,2.00 mm,3.80 mm
BSUN Hillstone,Tactile,Nylon,POM,POM,PCB (5-pin),16 mm Stainless Steel Spring,,56g,,3.20 mm
BSUN Holy Panda V2,Tactile,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,60g,2.00 mm,4.00 mm
BSUN Hutt,Tactile,PC,Nylon,POK,PCB (5-pin),20.5 mm Single-Stage Palladium-Coated Spring,40g,49g,2.00 mm,3.50 mm
BSUN Ice Cream Soda,Linear,Nylon,Nylon,,PCB (5-pin),Stainless Steel Spring,34g,,1.00 mm,3.20 mm
BSUN Iced Capp,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,58g,2.00 mm,3.30 mm
BSUN Jade Rosales,Linear,PC,Proprietary Milky Blend,Y3,PCB (5-pin),20.5 mm Single-Stage Palladium-Coated Spring,45g,53g,2.00 mm,3.50 mm
BSUN Kiki Red,Linear,POM,POM,LY,PCB (5-pin),20.4 mm Single-Stage Nickel-Plated Spring,42g,50g,,3.60 mm
BSUN Lily of the Valley,Linear,,,POM,PCB (5-pin),Stainless Steel Spring,,,,
BSUN Luminous,Linear,,,,PCB (5-pin),Stainless Steel Spring,,,,3.40 mm
BSUN Lychee,Linear,PC,PC,POM,Plate (3-pin),15 mm Spring,45g,55g,2.10 mm,3.60 mm
BSUN Milktea Siam V2,Linear,POM,POM,LY,PCB (5-pin),20 mm Two-Stage Extension Spring,37g,45g,2.00 mm,3.90 mm
BSUN Mint Panda,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,,
BSUN Olive,Tactile,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,45g,65g,2.00 mm,3.40 mm
BSUN Panda,Linear,PC,PC,POM,Plate (3-pin),15 mm Spring,40g,65g,2.10 mm,3.60 mm
BSUN Panda V2,Tactile,PC,Nylon,POM,Plate (3-pin),15 mm Spring,45g,65g,2.20 mm,4.00 mm
BSUN Paradise Island,Linear,Nylon,POM,LY,PCB (5-pin),22 mm Two-Stage Extension Spring,43g,50g,2.00 mm,3.20 mm
BSUN Pine,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,65g,2.00 mm,3.40 mm
BSUN Polar Panda V2,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,65g,2.20 mm,3.40 mm
BSUN POP,Linear,POM,POM,LY,PCB (5-pin),21 mm Spring,42g,50g,2.00 mm,3.20 mm
BSUN Purple Trash Panda,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,67g,,
BSUN Raccoon Panda V2,Tactile,,,POM,Plate (3-pin),Stainless Steel Spring,45g,65g,2.20 mm,3.40 mm
BSUN RAW,Tactile,PC,Nylon,PC,PCB (5-pin),21 mm Single-Stage Spring,,60g,2.00 mm,3.40 mm
BSUN RAW,Linear,PC,Nylon,UPE,PCB (5-pin),21 mm Single-Stage Spring,,60g,2.00 mm,3.40 mm
BSUN Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,35g,50g,2.10 mm,4.00 mm
BSUN Red Bean Bingsu,Linear,POM,POM,POM,PCB (5-pin),Korean KOS Steel Spring,45g,67g,,
BSUN Red Lychee,Linear,PC,,POM,PCB (5-pin),Stainless Steel Spring,,68g,2.00 mm,4.00 mm
BSUN Red Panda V2,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,60g,2.10 mm,3.90 mm
BSUN Rise Dream,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Two-Stage Spring,37g,42g,2.00 mm,3.60 mm
BSUN Sakura,Linear,POK,LY,LY,PCB (5-pin),22 mm Single-Stage Extension Spring,37g,42g,2.00 mm,3.60 mm
BSUN Seasalt Lemon,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,3.00 mm
BSUN Silent,Linear,PC,PC,LY,PCB (5-pin),21 mm Stainless Steel Spring,,50g,,4.00 mm
BSUN Smokey Black,Tactile,PC,PC,POM,PCB (5-pin),15 mm Spring,40g,65g,2.20 mm,3.30 mm
BSUN Soda,Linear,LY,Nylon,Y3,PCB (5-pin),21 mm Stainless Steel Spring,38g,52g,2.00 mm,3.60 mm
BSUN Spring,Linear,POM,POM,LY,PCB (5-pin),Stainless Steel Spring,45g,52g,2.00 mm,3.40 mm
BSUN Taichi,Linear,PC,Nylon,POM,PCB (5-pin),21 mm Single-Stage Spring,40g,,2.00 mm,3.60 mm
BSUN Tomcat,Linear,PC,Nylon,LY,PCB (5-pin),Extension Spring,45g,54g,1.95 mm,3.60 mm
BSUN Tomcat (Heavy),Linear,PC,Nylon,LY,PCB (5-pin),Extension Spring,55g,64g,1.95 mm,3.60 mm
BSUN Trash Panda,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,,
BSUN Tuzi (Bunny),Linear,PC,Nylon,UPE,PCB (5-pin),22 mm Single-Stage Spring,37g,43g,2.00 mm,3.60 mm
BSUN White Panda,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,,
BSUN X,Linear,POK,POK,LY,PCB (5-pin),21 mm Single-Stage Extension Spring,45g,52g,1.60 mm,3.50 mm
BSUN Yellow Panda,Linear,,,,PCB (5-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
BSUN Yor,Linear,PC,POM,LY,PCB (5-pin),Stainless Steel Spring,53g,60g,2.00 mm,3.20 mm
C&K Black,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
C³Equalz Banana Split,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,41g,62g,,
C³Equalz Blackberry,Clicky,UHMWPE,UHMWPE,POM,PCB (5-pin),Stainless Steel Spring,,72g,,
C³Equalz Dragon Fruit,Tactile,UHMWPE,UHMWPE,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,
C³Equalz Fierce Girls,Linear,PC,Nylon,POM,PCB (5-pin),13 mm Single-Stage Gold-Plated Spring,,58.5g,2.00 mm,4.00 mm
C³Equalz Fruit Smoothie (Blueberry Milk Candy),Tactile,POK,POK,E1,PCB (5-pin),Stainless Steel Spring,55g,67g,2.00 mm,4.00 mm
C³Equalz Fruit Smoothie (Grapefruit Soft Sweet),Tactile,POK,POK,E1,PCB (5-pin),Stainless Steel Spring,35,45g,2.00 mm,4.00 mm
C³Equalz Kiwi,Tactile,UHMWPE,UHMWPE,T1,PCB (5-pin),Stainless Steel Spring,,67g,,
C³Equalz Tangerine - Dark,Linear,UHMWPE,UHMWPE,POM,PCB (5-pin),Stainless Steel Spring,,67g,,
C³Equalz Tangerine - Light,Linear,UHMWPE,UHMWPE,POM,PCB (5-pin),Stainless Steel Spring,,62g,,
Candy Blinding Lights,Tactile,PC,PC,POM,PCB (5-pin),Three-Stage Gold-Plated Spring,62g,,2.00 mm,4.00 mm
Candy Jade Green - 55g,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,55g,,2.00 mm,
Candy Jade Green - 62g,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,62g,,2.00 mm,
Candy Rainbow,Linear,,,,Plate (3-pin),,60g,75g,2.00 mm,4.00 mm
Candy Raindrop,Linear,PC,PC,PC,Plate (3-pin),Three-Stage Gold-Plated Spring,45g,60g,2.00 mm,4.00 mm
Candy Sakura Snow - 45g,Tactile,,,,PCB (5-pin),22 mm Spring,45g,62g,2.00 mm,4.00 mm
Candy Sakura Snow - 50g,Tactile,,,,PCB (5-pin),22 mm Extension Spring,50g,65g,2.00 mm,4.00 mm
CannonKeys Clipper Sea Serpent,Linear,Nylon,Nylon,Nylon,PCB (5-pin),Single-Stage Spring,,63.5g,,4.00 mm
CannonKeys Clipper Swordfish,Tactile,Nylon,Nylon,Nylon,PCB (5-pin),Single-Stage Spring,,63.5g,,
CannonKeys Dark Amber T1,Tactile,Nylon,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,65g,2.00 m,4.00 mm
CannonKeys Lavender,Linear,Nylon,Nylon,POM,PCB (5-pin),Gold-Plated Spring,64g,,,
CannonKeys Lilac,Linear,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,62g,,
CannonKeys Pastel Azalea,Linear,POM,Nylon,POM,PCB (5-pin),22 mm Two-Stage Spring,,63.5g,,
CannonKeys Pastel Flan,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Single-Stage Spring,,63.5g,,
CannonKeys Pastel Lemon,Linear,POM,POM,UPE,PCB (5-pin),22 mm Single-Stage Spring,,63.5g,,
CannonKeys Pastel Mint,Tactile,PC,POM,POM,PCB (5-pin),22 mm Two-Stage Spring,,63.5g,,
CannonKeys Pastel Peach,Linear,POM,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,,63.5g,,
CannonKeys Pastel Sand,Linear,Nylon,Nylon,Nylon,PCB (5-pin),Single-Stage Spring,,65g,,
CannonKeys Pastel Sky,Linear,POM,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,,63.5g,,
CannonKeys Pastel Thistle,Tactile,POM,POM,POM,PCB (5-pin),22 mm Two-Stage Spring,,63.5g,,
CBKBD Red Velvet,Linear,POM,POM,UPE,PCB (5-pin),Stainless Steel Spring,,57g,,3.80 mm
CBKBD Trash,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,53g,,3.60 mm
CC Peripherals Sakura,Linear,LY,Nylon,LY,Plate (3-pin),Stainless Steel Spring,40g,46g,1.80 mm,3.50 mm
Chaosera Klein,Linear,PC,Nylon,P3,PCB (5-pin),Stainless Steel Spring,48g,55g,2.00 mm,3.70 mm
Charue Design Ca Phe Sua Da,Linear,PC,PC,Nylon,PCB (5-pin),Stainless Steel Spring,,63.5g,2.00 mm,3.70 mm
Charue Design Popcorn,Linear,PME,PME,UHMWPE,PCB (5-pin),Two-Stage Stainless Steel Spring,,63.5g,,
Cherry MX Black,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,60g,90g,2.00 mm,4.00 mm
Cherry MX Black Clear-Top,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,63.5g,85g,2.00 mm,4.00 mm
Cherry MX Black Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,60g,90g,1.90 mm,3.70 mm
Cherry MX Blue,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,2.20 mm,4.00 mm
Cherry MX Brown,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,55g,60g,2.00 mm,4.00 mm
Cherry MX Clear,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,55g,95g,2.00 mm,4.00 mm
Cherry MX Dark Blue,Clicky,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,,,
Cherry MX Ergo Clear,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,75g,2.00 mm,4.00 mm
Cherry MX Green,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,70g,80g,2.20 mm,4.00 mm
Cherry MX Grey,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,80g,110g,2.20 mm,4.00 mm
Cherry MX Grey,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,80g,110g,2.20 mm,4.00 mm
Cherry MX Low Profile Red,Linear,,,,PCB (5-pin),Stainless Steel Spring,45g,100g,1.00 mm,3.20 mm
Cherry MX Low Profile Speed,Linear,,,,PCB (5-pin),Stainless Steel Spring,45g,100g,1.00 mm,3.20 mm
Cherry MX Nature White,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,55g,65g,2.00 mm,4.00 mm
Cherry MX Olympia,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,,
Cherry MX Orange,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,55g,65g,2.00 mm,4.00 mm
Cherry MX Purple,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,80g,2.00 mm,4.00 mm
Cherry MX Red,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,4.00 mm
Cherry MX Red Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,70g,1.90 mm,3.70 mm
Cherry MX Speed Silver,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,70g,1.20 mm,3.40 mm
Cherry MX ULP,Tactile,,,,,,65g,200g,0.80 mm,1.80 mm
Cherry MX ULP,Clicky,,,,,,65g,200g,0.80 mm,1.80 mm
Cherry MX White,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,80g,,,
Cherry MX1A Black Hyperglide,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,60g,80g,,4.00 mm
Cherry MX1A Blue Hyperglide,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,2.20 mm,4.00 mm
Cherry MX1A Brown Hyperglide,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,60g,,4.00 mm
Cherry MX1A Clear Hyperglide,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,55g,95g,2.00 mm,4.00 mm
Cherry MX1A Green Hyperglide,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,70g,80g,2.20 mm,4.00 mm
Cherry MX1A Red Hyperglide,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,4.00 mm
Cherry MX1A Red Silent Hyperglide,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,70g,1.90 mm,3.70 mm
Cherry MX2A Black,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,60g,90g,2.00 mm,4.00 mm
Cherry MX2A Blue,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,2.20 mm,4.00 mm
Cherry MX2A Brown,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,48g,55g,2.00 mm,4.00 mm
Cherry MX2A Red,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,65g,2.00 mm,4.00 mm
Cherry MX2A Red Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,65g,1.90 mm,3.70 mm
Cherry MX2A Silver Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,100g,1.20 mm,3.40 mm
Cherry MX2A Speed Silver,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,80g,1.20 mm,3.40 mm
Cherry Red Silent Clear-Top,Linear,Nylon,Nylon,POM,PCB (5-pin),18 mm Single-Stage Stainless Steel Spring,45g,50g,1.90 mm,3.70 mm
Cherry Viola,Linear,POM,POM,PC,,,40g,,,
Chilkey Pink Lotus,Linear,POM,POM,UPE,PCB (5-pin),18 mm Stainless Steel Spring,50g,60g,2.00 mm,3.50 mm
Chilkey Sprout Green,Tactile,POM,POM,UPE,PCB (5-pin),22 mm Stainless Steel Spring,37g,45g,2.00 mm,3.50 mm
Chosfox Artic Fox,Clicky,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,52g,53g,1.70 mm,3.60 mm
Chosfox Box Speed Ultimate,Linear,PC,POM,POM,PCB (5-pin),20.5 mm Gold-Plated Spring,42g,55g,1.20 mm,3.80 mm
Chosfox DD Jingle,Linear,Nylon,POM,P3,PCB (5-pin),Stainless Steel Spring,45g,52g,2.00 mm,3.00 mm
Chosfox Hanami Dango - Green,Tactile,Nylon,Nylon,POM,PCB (5-pin),20 mm Gold-Plated Extension Spring,55g,67g,1.50 mm,4.00 mm
Chosfox Hanami Dango - Pink,Tactile,Nylon,Nylon,POM,PCB (5-pin),20 mm Gold-Plated Extension Spring,48g,60g,1.10 mm,4.00 mm
Chosfox Poison Gas,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,45g,63.5g,2.00 mm,3.50 mm
Chosfox Santa H,Linear,PC,PC,POM,PCB (5-pin),15.5 mm Gold-Plated Spring,38g,55g,2.00 mm,4.00 mm
Chosfox Santa T,Linear,PC,PC,POM,PCB (5-pin),18 mm Gold-Plated Spring,55g,70g,2.00 mm,4.00 mm
Chosfox Summer Lime Silent,Linear,POK,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,58g,1.20 mm,3.60 mm
Chosfox Voyager,Tactile,PC,Nylon,POM,PCB (5-pin),Stainlss Steel Spring,45g,62.5g,2.00 mm,3.50 mm
Chosfox White Fox,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,47g,55g,2.00 mm,3.80 mm
Chuangli Black,Linear,,,,Plate (3-pin),Stainless Steel Spring,60g,,,
Chuangli Red,Linear,,,,Plate (3-pin),Stainless Steel Spring,50g,,,
CIDOO Carda,Linear,POM,POM,UPE,PCB (5-pin),18 mm Two-Stage Stainless Steel Spring,50g,60g,2.00 mm,3.50 mm
CIDOO Matte,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Stainless Steel Spring,47g,60g,,
CIDOO Mint,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Stainless Steel Spring,43g,56g,1.80 mm,3.90 mm
CIDOO Silent Blue,Linear,Nylon,Nylon,POM,PCB (5-pin),15 mm Stainless Steel Spring,47g,55g,2.00 mm,3.80 mm
CIY Aqua,Linear,PC,PC,POM,Plate (3-pin),18 mm Two-Stage Stainless Spring,37g,47g,,3.50 mm
CIY Evolution Purple,Tactile,PC,Nylon,POK,Plate (3-pin),22 mm Stainless Steel Spring,42g,60g,2.00 mm,3.80 mm
CIY Evolution Red,Linear,PC,Nylon,POK,Plate (3-pin),15 mm Stainless Steel Spring,42g,55g,2.00 mm,4.00 mm
CIY Illusory Colour Sakura,Linear,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,30g,45g,2.00 mm,4.00 mm
CIY Phantom,Linear,PC,Nylon,PC,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,4.00 mm
CIY Primaris Asura,Tactile,PC,Nylon,POK,Plate (3-pin),Stainless Steel Spring,50g,,2.10 mm,3.30 mm
CIY Primaris Naraka,Linear,PC,Nylon,POK,Plate (3-pin),21 mm Stainless Steel Extension Spring,46g,,1.20 mm,3.30 mm
CIY Primaris Red Lotus,Linear,PC,Nylon,POK,Plate (3-pin),21 mm Stainless Steel Extension Spring,45g,,1.70 mm,3.30 mm
CIY Primaris Sakura,Linear,PC,Nylon,POK,Plate (3-pin),19 mm Stainless Steel Extension Spring,37g,,1.70 mm,3.30 mm
Clackbait Clackbits R2,Linear,POM,POM,POM,PCB (5-pin),Two-Stage Spring,,62.5g,2.00 mm,3.20 mm
Content Black,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
Content Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,60g,1.90 mm,4.00 mm
Content Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,55g,1.90 mm,4.00 mm
Content Green,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,70g,,,
Content Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,50g,2.00 mm,4.00 mm
Content Silver,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,49g,62g,1.90 mm,4.00 mm
CoolKiller Brilliant,Linear,,,,PCB (5-pin),Stainless Steel Spring,,65g,,
CoolKiller Cosmos 70g,Tactile,,,,PCB (5-pin),Stainless Steel Spring,,70g,,
CoolKiller Ice Blade,Linear,PC,PC,Nylon,PCB (5-pin),Stainless Steel Spring,30g,50g,2.00 mm,4.00 mm
CoolKiller Ice Blade,Tactile,PC,PC,Nylon,PCB (5-pin),Stainless Steel Spring,45g,60g,2.30 mm,3.00 mm
CoolKiller Ice Blade Silent,Linear,PC,PC,Nylon,PCB (5-pin),Stainless Steel Spring,30g,50g,2.00 mm,4.00 mm
CoolKiller Lilac,Linear,,,,PCB (5-pin),Stainless Steel Spring,35g,45g,2.00 mm,3.20 mm
CoolKiller Meow Meow,Linear,,,,PCB (5-pin),Stainless Steel Spring,,45g,,
Corsair MGX Magnetic,Linear,,,,,Stainless Steel Spring,30g,55g,0.40 mm,4.00 mm
Corsair MLX Reds,Linear,,,,PCB (5-pin),Stainless Steel Spring,45g,,1.90 mm,4.00 mm
Corsair OPX Optical,Linear,,,,,Stainless Steel Spring,45g,,1.00 mm,3.20 mm
Cosmox Crystal,Linear,PC,PC,PC,Plate (3-pin),Stainless Steel Spring,43g,,1.20 mm,3.20 mm
Cosmox Wind Engine,Linear,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,40g,,1.20 mm,2.80 mm
CreateKeebs Peri,Tactile,PC,Nylon,LY,PCB (5-pin),Gold-Plated Spring,45g,65g,2.00 mm,3.50 mm
CreateKeebs SOTC,Linear,POM,POM,LY,PCB (5-pin),Gold-Plated Spring,48g,55g,2.00 mm,3.70 mm
Cub Studio Yolanda,Linear,PC,Nylon,POM,PCB (5-pin),22 mm KOS Stainless Steel Extension Spring,40g,58g,2.00 mm,3.50 mm
Cuke Eggplant,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,2.00 mm,3.50 mm
Cuke Leek,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,35g,50g,2.00 mm,3.50 mm
Curious Tinkerings Tamago,Linear,Nylon,POM,POM,PCB (5-pin),Stainless Steel Spring,,63g,,
Dai-Ichi Yellow,Clicky,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,1.50 mm,4.00 mm
Dangkeebs Banana Milk,Linear,PME,PME,POM,PCB (5-pin),Gold-Plated Extension Spring,56g,68g,,3.20 mm
Dangkeebs Banana Milk,Tactile,PME,PME,POM,PCB (5-pin),Gold-Plated Extension Spring,56g,68g,,3.00 mm
Dangkeebs Creamery - Birthday Cake,Tactile,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,63.5g,,4.00 mm
Dangkeebs Creamery - Blue Velvet PME,Linear,PME,PME,POM,PCB (5-pin),Gold-Plated Spring,,68g,,4.00 mm
Dangkeebs Creamery - Blue Velvet PME,Tactile,PME,PME,POM,PCB (5-pin),Gold-Plated Spring,,68g,,4.00 mm
Dangkeebs Creamery - Blueberry Swirl,Linear,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,63.5g,,4.00 mm
Dangkeebs Creamery - Cookie Dough Silent,Linear,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,63.5g,,4.00 mm
Dangkeebs Creamery - Cookies n’ Cream,Tactile,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,63.5g,,4.00 mm
Dangkeebs Creamery - Red Velvet Silent,Tactile,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,63.5g,,4.00 mm
Dangkeebs Lychee Milk,Linear,Nylon,Nylon,UHMWPE,PCB (5-pin),23 mm Gold-Plated Extension Spring,,68g,,4.00 mm
Dangkeebs Lychee Milk,Tactile,Nylon,Nylon,UHMWPE,PCB (5-pin),23 mm Gold-Plated Extension Spring,,68g,,4.00 mm
Dangkeebs Melon Milk,Linear,HPE,HPE,POM,PCB (5-pin),22 mm Gold-Plated Extension Spring,,68g,,3.90 mm
Dangkeebs Melon Milk,Tactile,HPE,HPE,POM,PCB (5-pin),22 mm Gold-Plated Extension Spring,,68g,,3.90 mm
Dangkeebs Roastery - Iced Latte,Linear,PC,PC,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,,55g,,3.50 mm
Dangkeebs Strawberry Milk,Linear,Nylon,Nylon,POM,PCB (5-pin),Gold-Plated Extension Spring,55g,67g,,3.50 mm
Dangkeebs Strawberry Milk,Tactile,Nylon,Nylon,POM,PCB (5-pin),Gold-Plated Extension Spring,55g,67g,,3.00 mm
Dangkeebs Strawberry Milk Ice,Tactile,Nylon,Nylon,POM,PCB (5-pin),Gold-Plated Extension Spring,55g,67g,,3.00 mm
Dangkeebs Strawberry Milk Ice,Linear,Nylon,Nylon,POM,PCB (5-pin),Gold-Plated Extension Spring,55g,67g,,3.50 mm
Dareu Aqua,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,,2.00 mm,4.00 mm
Dareu Candy Pink,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,48g,62g,2.00 mm,3.70 mm
Dareu Dream,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,55g,2.00 mm,4.00 mm
Dareu Firefly,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,,2.00 mm,4.00 mm
Dareu Holly,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,,2.00 mm,4.00 mm
Dareu Mahjong,Linear,POK,Nylon,POM,PCB (5-pin),Gold-Plated Spring,45g,55g,2.00 mm,3.80 mm
Dareu Master,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,45g,,2.00 mm,4.00 mm
Dareu Optical Black,Linear,,,,,Stainless Steel Spring,,,,3.70 mm
Dareu Optical Blue,Clicky,,,,,Stainless Steel Spring,,,,3.70 mm
Dareu Optical Brown,Tactile,,,,,Stainless Steel Spring,,,,3.70 mm
Dareu Optical Red,Linear,,,,,Stainless Steel Spring,,,,3.70 mm
Dareu Sky Blue V2,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,50g,2.00 mm,3.30 mm
Dareu Sky Blue V3,Linear,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,40g,50g,2.00 mm,3.30 mm
Dareu Sky Blue V4,Linear,POK,Nylon,POM,PCB (5-pin),Gold-Plated Spring,45g,55g,2.00 mm,3.60 mm
Dareu Sky POM,Linear,POM,Nylon,POM,PCB (5-pin),Gold-Plated Spring,40g,,2.00 mm,3.80 mm
Dareu Snow,Linear,POK,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,1.30 mm,3.30 mm
Dareu Violet Gold Pro,Tactile,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,45g,,2.10 mm,3.80 mm
Dareu Violet Gold V2,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,60g,2.00 mm,3.30 mm
Dark Project G3MS Sapphire,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,55g,1.80 mm,4.00 mm
DesignerStudio Barista,Linear,Nylon,POM,P3,PCB (5-pin),Gold-Plated Spring,48g,55g,2.00 mm,4.00 mm
DesignerStudio Cloud Tea,Tactile,PC,Nylon,POM,PCB (5-pin),15 mm Gold-Plated Spring,45g,53g,2.00 mm,4.00 mm
DesignerStudio Graphite Gold,Linear,Nylon,Nylon,G1,PCB (5-pin),18 mm Gold-Plated Spring,,63.5g,,3.80 mm
DesignerStudio Midnight,Linear,Nylon,Nylon,LY,PCB (5-pin),18 mm Stainless Steel Spring,,63.5g,,
